Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0.00133,0.0
2,6,1,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0.002,0.0
3,6,1,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0.002,0.0
4,8,3,0,0,8,0,8,3,0,0,0,0,0,0,0,0,0.00267,0.0
5,13,3,0,0,13,0,13,3,0,0,0,0,0,0,0,0,0.00433,0.0
6,15,3,0,0,15,0,15,3,0,0,0,0,0,0,0,0,0.005,0.0
7,19,3,0,0,19,1,19,3,1,0,0,0,0,0,0,0,0.00633,0.0
8,24,4,0,0,24,2,24,4,2,0,0,0,0,0,0,0,0.008,0.0
9,32,6,0,0,32,2,32,6,2,0,0,0,0,0,0,0,0.01067,0.0
10,41,8,0,1,40,2,40,8,2,0,1,0,0,0,0,0,0.01333,0.0
11,52,12,0,1,51,2,51,12,2,0,1,0,0,0,0,0,0.017,0.0
12,63,16,0,2,61,2,61,16,2,0,2,0,0,0,0,0,0.02033,0.0
13,77,18,2,4,71,2,64,18,2,2,4,7,0,0,0,0,0.02367,0.02597
14,89,21,2,6,81,7,72,21,7,2,6,9,0,0,0,0,0.027,0.02247
15,108,26,2,10,96,9,86,25,9,2,10,10,1,0,0,0,0.032,0.01852
16,132,30,2,11,119,10,103,27,10,2,11,16,3,0,0,0,0.03967,0.01515
17,162,38,2,13,147,11,128,35,11,2,13,19,3,0,0,0,0.049,0.01235
18,192,46,3,22,167,8,144,42,8,3,22,23,4,0,0,0,0.05567,0.01562
19,227,56,3,24,200,11,166,50,10,3,24,34,6,1,0,0,0.06667,0.01322
20,262,66,3,29,230,12,186,57,11,3,27,44,9,1,0,2,0.07667,0.01145
21,304,83,3,36,265,12,212,70,11,3,31,53,13,1,0,5,0.08833,0.00987
22,360,99,5,52,303,19,236,80,15,5,44,67,19,4,0,8,0.101,0.01389
23,425,120,5,59,361,20,273,96,15,5,50,88,24,5,0,9,0.12033,0.01176
24,508,136,5,73,430,28,326,109,20,5,62,104,27,8,0,11,0.14333,0.00984
25,569,167,5,86,478,35,351,129,27,5,73,127,38,8,0,13,0.15933,0.00879
26,621,193,5,97,519,38,372,148,28,5,80,147,45,10,0,17,0.173,0.00805
27,694,222,5,115,574,51,415,169,38,5,94,159,53,13,0,21,0.19133,0.0072
28,769,260,5,136,628,59,446,194,42,5,106,182,66,17,0,30,0.20933,0.0065
29,832,300,5,172,655,66,455,219,49,5,130,200,81,17,0,42,0.21833,0.00601
30,908,345,5,210,693,73,469,253,53,5,164,224,92,20,0,46,0.231,0.00551
31,989,386,5,251,733,79,486,281,57,5,191,247,105,22,0,60,0.24433,0.00506
32,1077,431,5,298,774,80,504,311,55,5,221,270,120,25,0,77,0.258,0.00464
33,1147,472,6,353,788,77,496,335,50,5,265,292,137,27,1,88,0.26267,0.00523
34,1236,515,6,404,826,81,512,364,53,5,299,314,151,28,1,105,0.27533,0.00485
35,1311,570,7,460,844,82,516,394,52,6,334,328,176,30,1,126,0.28133,0.00534
36,1384,610,8,524,852,84,499,419,54,6,377,353,191,30,2,147,0.284,0.00578
37,1476,661,8,590,878,86,501,445,53,6,416,377,216,33,2,174,0.29267,0.00542
38,1546,711,8,639,899,92,506,474,56,6,452,393,237,36,2,187,0.29967,0.00517
39,1622,770,9,717,896,83,489,505,51,6,502,407,265,32,3,215,0.29867,0.00555
40,1694,824,9,789,896,84,471,537,50,6,547,425,287,34,3,242,0.29867,0.00531
41,1757,867,10,863,884,87,447,557,43,7,601,437,310,44,3,262,0.29467,0.00569
42,1816,929,10,928,878,98,433,581,45,7,637,445,348,53,3,291,0.29267,0.00551
43,1886,988,12,1007,867,101,426,614,44,7,680,441,374,57,5,327,0.289,0.00636
44,1947,1042,12,1083,852,102,419,645,43,7,720,433,397,59,5,363,0.284,0.00616
45,2004,1085,13,1156,835,101,420,665,47,7,755,415,420,54,6,401,0.27833,0.00649
46,2061,1129,13,1228,820,98,408,694,48,7,794,412,435,50,6,434,0.27333,0.00631
47,2115,1181,14,1315,786,86,381,726,41,7,842,405,455,45,7,473,0.262,0.00662
48,2158,1224,15,1395,748,88,369,745,42,8,872,379,479,46,7,523,0.24933,0.00695
49,2201,1270,17,1468,716,78,352,766,41,9,906,364,504,37,8,562,0.23867,0.00772
50,2250,1312,18,1543,689,79,358,789,40,9,944,331,523,39,9,599,0.22967,0.008
51,2286,1346,18,1606,662,76,343,802,42,9,977,319,544,34,9,629,0.22067,0.00787
52,2317,1383,18,1689,610,68,314,818,36,9,1025,296,565,32,9,664,0.20333,0.00777
53,2348,1416,20,1748,580,61,282,836,28,10,1060,298,580,33,10,688,0.19333,0.00852
54,2375,1460,20,1807,548,59,257,852,28,10,1093,291,608,31,10,714,0.18267,0.00842
55,2400,1491,20,1868,512,57,239,869,26,10,1125,273,622,31,10,743,0.17067,0.00833
56,2416,1520,20,1930,466,59,214,887,26,10,1160,252,633,33,10,770,0.15533,0.00828
57,2436,1540,20,1993,423,57,201,896,26,10,1189,222,644,31,10,804,0.141,0.00821
58,2442,1566,20,2049,373,52,179,906,24,10,1216,194,660,28,10,833,0.12433,0.00819
59,2460,1588,21,2106,333,43,159,919,18,10,1250,174,669,25,11,856,0.111,0.00854
60,2474,1613,21,2153,300,43,147,929,17,10,1269,153,684,26,11,884,0.1,0.00849
61,2485,1631,22,2190,273,41,128,938,15,10,1290,145,693,26,12,900,0.091,0.00885
62,2492,1648,22,2231,239,35,110,947,13,10,1309,129,701,22,12,922,0.07967,0.00883
63,2504,1657,24,2267,213,35,103,950,15,10,1325,110,707,20,14,942,0.071,0.00958
64,2520,1669,24,2295,201,30,104,957,17,10,1335,97,712,13,14,960,0.067,0.00952
65,2534,1678,25,2328,181,27,89,963,14,11,1355,92,715,13,14,973,0.06033,0.00987
66,2544,1685,26,2347,171,26,84,967,12,11,1363,87,718,14,15,984,0.057,0.01022
67,2552,1696,26,2368,158,22,78,975,10,11,1374,80,721,12,15,994,0.05267,0.01019
68,2557,1705,27,2385,145,18,65,980,8,11,1387,80,725,10,16,998,0.04833,0.01056
69,2565,1709,28,2407,130,12,54,981,4,11,1400,76,728,8,17,1007,0.04333,0.01092
70,2571,1714,28,2421,122,12,48,982,5,11,1404,74,732,7,17,1017,0.04067,0.01089
71,2580,1723,28,2431,121,12,50,987,4,11,1408,71,736,8,17,1023,0.04033,0.01085
72,2584,1732,28,2438,118,13,51,989,5,11,1409,67,743,8,17,1029,0.03933,0.01084
73,2594,1741,28,2458,108,9,48,994,2,11,1418,60,747,7,17,1040,0.036,0.01079
74,2601,1742,28,2467,106,11,47,995,4,11,1421,59,747,7,17,1046,0.03533,0.01077
75,2605,1750,28,2477,100,10,42,1000,5,11,1427,58,750,5,17,1050,0.03333,0.01075
76,2608,1754,28,2492,88,8,39,1001,4,11,1433,49,753,4,17,1059,0.02933,0.01074
77,2610,1755,28,2504,78,12,34,1001,5,11,1439,44,754,7,17,1065,0.026,0.01073
78,2615,1763,28,2508,79,12,34,1004,6,11,1441,45,759,6,17,1067,0.02633,0.01071
79,2618,1768,28,2514,76,14,34,1007,7,11,1443,42,761,7,17,1071,0.02533,0.0107
80,2622,1771,28,2528,66,13,30,1009,6,11,1448,36,762,7,17,1080,0.022,0.01068
81,2625,1776,30,2536,59,7,29,1010,3,12,1450,30,766,4,18,1086,0.01967,0.01143
82,2627,1778,30,2544,53,5,27,1011,2,12,1454,26,767,3,18,1090,0.01767,0.01142
83,2630,1780,30,2551,49,5,24,1013,2,12,1458,25,767,3,18,1093,0.01633,0.01141
84,2630,1781,31,2559,40,3,21,1014,1,12,1462,19,767,2,19,1097,0.01333,0.01179
85,2630,1782,32,2563,35,3,19,1015,2,12,1464,16,767,1,20,1099,0.01167,0.01217
86,2632,1786,32,2566,34,3,18,1018,2,12,1465,16,768,1,20,1101,0.01133,0.01216
87,2633,1789,32,2569,32,2,18,1019,1,12,1467,14,770,1,20,1102,0.01067,0.01215
88,2633,1791,32,2573,28,2,15,1021,1,12,1469,13,770,1,20,1104,0.00933,0.01215
89,2636,1791,33,2575,28,2,16,1021,1,12,1470,12,770,1,21,1105,0.00933,0.01252
90,2636,1793,33,2581,22,1,11,1021,0,12,1475,11,772,1,21,1106,0.00733,0.01252
91,2638,1794,33,2585,20,1,8,1021,0,12,1478,12,773,1,21,1107,0.00667,0.01251
92,2638,1795,33,2587,18,1,7,1021,0,12,1479,11,774,1,21,1108,0.006,0.01251
93,2640,1796,33,2589,18,1,6,1021,0,12,1481,12,775,1,21,1108,0.006,0.0125
94,2640,1798,33,2590,17,1,6,1022,0,12,1481,11,776,1,21,1109,0.00567,0.0125
95,2640,1800,33,2594,13,2,7,1022,1,12,1483,6,778,1,21,1111,0.00433,0.0125
96,2641,1802,33,2597,11,2,7,1023,1,12,1484,4,779,1,21,1113,0.00367,0.0125
97,2641,1803,33,2599,9,2,5,1024,1,12,1486,4,779,1,21,1113,0.003,0.0125
98,2642,1803,33,2600,9,2,5,1024,1,12,1486,4,779,1,21,1114,0.003,0.01249
99,2642,1803,33,2602,7,2,5,1024,2,12,1486,2,779,0,21,1116,0.00233,0.01249
100,2643,1805,33,2602,8,2,6,1026,2,12,1486,2,779,0,21,1116,0.00267,0.01249
101,2644,1805,34,2602,8,1,6,1026,1,13,1486,2,779,0,21,1116,0.00267,0.01286
102,2644,1805,34,2602,8,1,5,1026,1,13,1486,3,779,0,21,1116,0.00267,0.01286
103,2644,1805,34,2604,6,0,3,1026,0,13,1488,3,779,0,21,1116,0.002,0.01286
104,2644,1805,34,2604,6,0,3,1026,0,13,1488,3,779,0,21,1116,0.002,0.01286
105,2644,1805,34,2605,5,0,2,1026,0,13,1489,3,779,0,21,1116,0.00167,0.01286
106,2644,1805,34,2605,5,0,2,1026,0,13,1489,3,779,0,21,1116,0.00167,0.01286
107,2644,1805,34,2605,5,0,2,1026,0,13,1489,3,779,0,21,1116,0.00167,0.01286
108,2645,1805,34,2605,6,2,3,1026,1,13,1489,3,779,1,21,1116,0.002,0.01285
109,2646,1807,34,2606,6,2,2,1027,1,13,1490,4,780,1,21,1116,0.002,0.01285
110,2647,1807,34,2607,6,2,2,1027,1,13,1490,4,780,1,21,1117,0.002,0.01284
111,2647,1808,34,2608,5,2,2,1027,1,13,1490,3,781,1,21,1118,0.00167,0.01284
112,2647,1808,34,2608,5,2,2,1027,1,13,1490,3,781,1,21,1118,0.00167,0.01284
113,2647,1808,34,2609,4,1,2,1027,1,13,1490,2,781,0,21,1119,0.00133,0.01284
114,2647,1808,34,2609,4,1,2,1027,1,13,1490,2,781,0,21,1119,0.00133,0.01284
115,2647,1808,34,2609,4,1,2,1027,1,13,1490,2,781,0,21,1119,0.00133,0.01284
116,2647,1809,35,2609,3,0,1,1028,0,14,1490,2,781,0,21,1119,0.001,0.01322
117,2647,1809,35,2609,3,0,0,1028,0,14,1490,3,781,0,21,1119,0.001,0.01322
118,2647,1809,35,2609,3,0,0,1028,0,14,1490,3,781,0,21,1119,0.001,0.01322
119,2647,1809,35,2609,3,0,0,1028,0,14,1490,3,781,0,21,1119,0.001,0.01322
120,2647,1809,35,2611,1,0,0,1028,0,14,1490,1,781,0,21,1121,0.00033,0.01322
121,2647,1809,35,2611,1,0,0,1028,0,14,1490,1,781,0,21,1121,0.00033,0.01322
122,2647,1809,35,2611,1,0,0,1028,0,14,1490,1,781,0,21,1121,0.00033,0.01322
123,2647,1809,35,2611,1,0,0,1028,0,14,1490,1,781,0,21,1121,0.00033,0.01322
124,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
125,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
126,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
127,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
128,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
129,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
130,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
131,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
132,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
133,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
134,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
135,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
136,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
137,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
138,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
139,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
140,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
141,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
142,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
143,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
144,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
145,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
146,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
147,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
148,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
149,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
150,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
151,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
152,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
153,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
154,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
155,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
156,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
157,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
158,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
159,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
160,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
161,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
162,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
163,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
164,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
165,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
166,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
167,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
168,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
169,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
170,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
171,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
172,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
173,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
174,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
175,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
176,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
177,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
178,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
179,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
180,2647,1809,35,2612,0,0,0,1028,0,14,1490,0,781,0,21,1122,0.0,0.01322
