Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,3,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0.001,0.0
2,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
3,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
4,5,1,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0.00167,0.0
5,7,1,0,0,7,0,7,1,0,0,0,0,0,0,0,0,0.00233,0.0
6,9,1,0,0,9,2,9,1,2,0,0,0,0,0,0,0,0.003,0.0
7,11,4,0,0,11,2,11,4,2,0,0,0,0,0,0,0,0.00367,0.0
8,13,6,0,0,13,2,13,6,2,0,0,0,0,0,0,0,0.00433,0.0
9,16,6,0,1,15,3,14,6,3,0,1,1,0,0,0,0,0.005,0.0
10,20,8,0,1,19,3,18,8,3,0,1,1,0,0,0,0,0.00633,0.0
11,25,8,0,2,23,3,22,8,3,0,1,1,0,0,0,1,0.00767,0.0
12,29,9,0,4,25,2,24,9,2,0,3,1,0,0,0,1,0.00833,0.0
13,33,9,0,5,28,2,26,9,2,0,4,2,0,0,0,1,0.00933,0.0
14,37,9,0,5,32,2,30,9,2,0,4,2,0,0,0,1,0.01067,0.0
15,44,11,0,6,38,2,36,11,2,0,5,2,0,0,0,1,0.01267,0.0
16,48,12,1,7,40,5,38,12,5,1,6,2,0,0,0,1,0.01333,0.02083
17,61,20,1,8,52,5,51,20,5,1,7,1,0,0,0,1,0.01733,0.01639
18,71,25,1,10,60,5,57,24,5,1,9,3,1,0,0,1,0.02,0.01408
19,83,25,1,10,72,7,69,24,7,1,9,3,1,0,0,1,0.024,0.01205
20,99,30,1,15,83,7,78,29,7,1,14,5,1,0,0,1,0.02767,0.0101
21,114,34,1,17,96,8,89,33,8,1,16,7,1,0,0,1,0.032,0.00877
22,133,40,1,22,110,12,102,39,11,1,21,8,1,1,0,1,0.03667,0.00752
23,154,48,1,25,128,12,117,45,11,1,23,11,3,1,0,2,0.04267,0.00649
24,178,52,1,35,142,10,129,48,9,1,32,13,4,1,0,3,0.04733,0.00562
25,215,58,1,37,177,14,159,54,13,1,34,18,4,1,0,3,0.059,0.00465
26,260,71,1,43,216,16,194,66,15,1,40,22,5,1,0,3,0.072,0.00385
27,318,84,1,50,267,18,231,76,16,1,47,36,8,2,0,3,0.089,0.00314
28,377,100,1,61,315,18,266,89,16,1,58,49,11,2,0,3,0.105,0.00265
29,440,121,1,71,368,22,303,107,17,1,65,65,14,5,0,6,0.12267,0.00227
30,504,147,1,79,424,25,343,131,19,1,72,81,16,6,0,7,0.14133,0.00198
31,573,175,1,93,479,29,374,154,23,1,84,105,21,6,0,9,0.15967,0.00175
32,638,202,1,112,525,36,410,177,29,1,98,115,25,7,0,14,0.175,0.00157
33,721,243,1,128,592,45,453,205,37,1,112,139,38,8,0,16,0.19733,0.00139
34,808,279,1,147,660,52,495,235,42,1,127,165,44,10,0,20,0.22,0.00124
35,878,309,1,179,698,60,513,257,47,1,154,185,52,13,0,25,0.23267,0.00114
36,984,356,1,215,768,66,559,287,49,1,183,209,69,17,0,32,0.256,0.00102
37,1098,410,1,258,839,72,586,327,53,1,214,253,83,19,0,44,0.27967,0.00091
38,1187,456,2,313,872,75,587,353,59,2,254,285,103,16,0,59,0.29067,0.00168
39,1282,514,3,364,915,89,605,389,69,3,294,310,125,20,0,70,0.305,0.00234
40,1386,574,3,419,964,90,627,432,69,3,336,337,142,21,0,83,0.32133,0.00216
41,1482,639,4,496,982,90,625,472,66,4,386,357,167,24,0,110,0.32733,0.0027
42,1592,696,5,548,1039,109,633,511,75,5,432,406,185,34,0,116,0.34633,0.00314
43,1687,768,6,624,1057,104,620,556,72,5,481,437,212,32,1,143,0.35233,0.00356
44,1782,825,6,699,1077,104,622,588,75,5,539,455,237,29,1,160,0.359,0.00337
45,1870,883,7,786,1077,107,609,623,76,6,590,468,260,31,1,196,0.359,0.00374
46,1968,956,8,862,1098,111,597,662,77,7,637,501,294,34,1,225,0.366,0.00407
47,2036,1021,9,943,1084,118,566,700,78,7,684,518,321,40,2,259,0.36133,0.00442
48,2117,1086,9,1037,1071,121,543,738,78,7,743,528,348,43,2,294,0.357,0.00425
49,2184,1146,9,1119,1056,120,509,770,71,7,796,547,376,49,2,323,0.352,0.00412
50,2245,1207,9,1222,1014,116,497,793,62,7,850,517,414,54,2,372,0.338,0.00401
51,2303,1268,9,1313,981,113,449,817,53,7,909,532,451,60,2,404,0.327,0.00391
52,2369,1318,12,1399,958,102,420,841,41,9,963,538,477,61,3,436,0.31933,0.00507
53,2424,1377,13,1488,923,111,395,861,44,10,1005,528,516,67,3,483,0.30767,0.00536
54,2472,1429,14,1578,880,99,351,882,39,11,1057,529,547,60,3,521,0.29333,0.00566
55,2511,1484,15,1673,823,96,320,911,38,12,1101,503,573,58,3,572,0.27433,0.00597
56,2549,1529,15,1758,776,96,291,926,37,12,1140,485,603,59,3,618,0.25867,0.00588
57,2599,1576,18,1851,730,86,263,939,27,12,1185,467,637,59,6,666,0.24333,0.00693
58,2633,1622,18,1945,670,81,239,954,20,12,1223,431,668,61,6,722,0.22333,0.00684
59,2655,1660,19,2030,606,77,216,964,19,13,1259,390,696,58,6,771,0.202,0.00716
60,2679,1702,19,2109,551,75,193,974,16,13,1290,358,728,59,6,819,0.18367,0.00709
61,2704,1732,19,2176,509,68,161,981,11,13,1322,348,751,57,6,854,0.16967,0.00703
62,2716,1760,22,2230,464,55,147,988,11,13,1339,317,772,44,9,891,0.15467,0.0081
63,2724,1777,23,2288,413,51,132,992,10,13,1356,281,785,41,10,932,0.13767,0.00844
64,2733,1798,23,2359,351,40,113,997,8,13,1378,238,801,32,10,981,0.117,0.00842
65,2736,1811,23,2412,301,34,95,1006,6,13,1393,206,805,28,10,1019,0.10033,0.00841
66,2747,1834,23,2445,279,34,87,1014,6,13,1408,192,820,28,10,1037,0.093,0.00837
67,2756,1847,23,2487,246,34,72,1017,5,13,1424,174,830,29,10,1063,0.082,0.00835
68,2767,1863,24,2524,219,28,63,1023,4,13,1437,156,840,24,11,1087,0.073,0.00867
69,2773,1873,25,2550,198,25,54,1026,4,13,1446,144,847,21,12,1104,0.066,0.00902
70,2778,1882,26,2580,172,22,45,1026,3,13,1456,127,856,19,13,1124,0.05733,0.00936
71,2784,1888,29,2612,143,21,39,1027,5,13,1465,104,861,16,16,1147,0.04767,0.01042
72,2792,1894,29,2649,114,14,34,1031,3,13,1473,80,863,11,16,1176,0.038,0.01039
73,2796,1902,29,2665,102,11,34,1031,3,13,1475,68,871,8,16,1190,0.034,0.01037
74,2799,1909,30,2683,86,11,30,1033,4,13,1480,56,876,7,17,1203,0.02867,0.01072
75,2802,1914,30,2693,79,12,28,1036,4,13,1484,51,878,8,17,1209,0.02633,0.01071
76,2808,1920,32,2706,70,7,26,1037,2,15,1487,44,883,5,17,1219,0.02333,0.0114
77,2809,1922,32,2710,67,6,22,1039,2,15,1490,45,883,4,17,1220,0.02233,0.01139
78,2810,1926,32,2718,60,6,21,1039,2,15,1490,39,887,4,17,1228,0.02,0.01139
79,2811,1930,32,2724,55,7,21,1041,2,15,1492,34,889,5,17,1232,0.01833,0.01138
80,2811,1933,32,2735,44,7,17,1042,2,15,1496,27,891,5,17,1239,0.01467,0.01138
81,2812,1934,33,2741,38,8,15,1042,1,16,1497,23,892,7,17,1244,0.01267,0.01174
82,2812,1936,33,2749,30,6,12,1042,1,16,1500,18,894,5,17,1249,0.01,0.01174
83,2814,1937,33,2753,28,6,13,1042,1,16,1500,15,895,5,17,1253,0.00933,0.01173
84,2814,1938,33,2754,27,6,13,1042,1,16,1501,14,896,5,17,1253,0.009,0.01173
85,2814,1940,33,2755,26,6,12,1043,1,16,1502,14,897,5,17,1253,0.00867,0.01173
86,2814,1941,33,2759,22,5,11,1044,1,16,1503,11,897,4,17,1256,0.00733,0.01173
87,2816,1944,33,2765,18,4,11,1046,1,16,1504,7,898,3,17,1261,0.006,0.01172
88,2816,1945,34,2771,11,2,7,1047,1,16,1508,4,898,1,18,1263,0.00367,0.01207
89,2817,1945,34,2772,11,1,8,1047,1,16,1508,3,898,0,18,1264,0.00367,0.01207
90,2817,1947,34,2774,9,1,7,1048,1,16,1509,2,899,0,18,1265,0.003,0.01207
91,2817,1947,34,2777,6,1,4,1048,1,16,1512,2,899,0,18,1265,0.002,0.01207
92,2817,1947,35,2777,5,0,3,1048,0,17,1512,2,899,0,18,1265,0.00167,0.01242
93,2817,1947,35,2778,4,1,2,1048,1,17,1513,2,899,0,18,1265,0.00133,0.01242
94,2817,1947,35,2779,3,1,2,1048,1,17,1513,1,899,0,18,1266,0.001,0.01242
95,2817,1947,35,2779,3,1,2,1048,1,17,1513,1,899,0,18,1266,0.001,0.01242
96,2817,1947,35,2780,2,0,1,1048,0,17,1514,1,899,0,18,1266,0.00067,0.01242
97,2817,1947,35,2781,1,0,1,1048,0,17,1514,0,899,0,18,1267,0.00033,0.01242
98,2817,1947,35,2781,1,0,1,1048,0,17,1514,0,899,0,18,1267,0.00033,0.01242
99,2817,1947,35,2781,1,0,1,1048,0,17,1514,0,899,0,18,1267,0.00033,0.01242
100,2817,1947,35,2781,1,0,1,1048,0,17,1514,0,899,0,18,1267,0.00033,0.01242
101,2817,1947,35,2781,1,0,1,1048,0,17,1514,0,899,0,18,1267,0.00033,0.01242
102,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
103,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
104,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
105,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
106,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
107,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
108,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
109,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
110,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
111,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
112,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
113,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
114,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
115,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
116,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
117,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
118,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
119,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
120,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
121,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
122,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
123,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
124,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
125,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
126,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
127,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
128,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
129,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
130,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
131,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
132,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
133,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
134,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
135,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
136,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
137,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
138,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
139,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
140,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
141,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
142,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
143,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
144,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
145,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
146,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
147,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
148,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
149,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
150,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
151,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
152,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
153,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
154,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
155,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
156,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
157,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
158,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
159,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
160,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
161,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
162,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
163,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
164,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
165,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
166,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
167,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
168,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
169,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
170,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
171,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
172,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
173,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
174,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
175,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
176,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
177,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
178,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
179,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
180,2817,1947,35,2782,0,0,0,1048,0,17,1515,0,899,0,18,1267,0.0,0.01242
