Day,Total infected,Total tested,Total deaths,Total recovered,Infected,In treatment,Infected in A,Tested in A,In treatment in A,Deaths in A,Recovered in A,Infected in B,Tested in B,In treatment in B,Deaths in B,Recovered in B,Infected population %,Death rate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00033,0.0
2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.00033,0.0
3,3,1,0,0,3,1,3,1,1,0,0,0,0,0,0,0,0.001,0.0
4,6,1,0,0,6,1,6,1,1,0,0,0,0,0,0,0,0.002,0.0
5,10,1,0,0,10,1,8,1,1,0,0,2,0,0,0,0,0.00333,0.0
6,15,2,0,0,15,1,12,2,1,0,0,3,0,0,0,0,0.005,0.0
7,18,2,0,0,18,2,14,2,2,0,0,4,0,0,0,0,0.006,0.0
8,26,3,0,0,26,2,19,3,2,0,0,7,0,0,0,0,0.00867,0.0
9,30,5,0,1,29,2,20,4,2,0,1,9,1,0,0,0,0.00967,0.0
10,43,7,0,1,42,2,32,6,2,0,1,10,1,0,0,0,0.014,0.0
11,59,7,0,1,58,4,44,6,4,0,1,14,1,0,0,0,0.01933,0.0
12,83,8,0,2,81,5,66,7,4,0,1,15,1,1,0,1,0.027,0.0
13,109,11,0,4,105,6,82,9,4,0,3,23,2,2,0,1,0.035,0.0
14,143,19,1,5,137,8,102,15,5,1,3,35,4,3,0,2,0.04567,0.00699
15,196,31,1,7,188,11,142,26,6,1,5,46,5,5,0,2,0.06267,0.0051
16,256,42,1,12,243,13,179,34,7,1,10,64,8,6,0,2,0.081,0.00391
17,324,50,2,18,304,16,216,38,10,2,16,88,12,6,0,2,0.10133,0.00617
18,415,67,2,24,389,21,276,50,15,2,19,113,17,6,0,5,0.12967,0.00482
19,538,95,2,33,503,28,346,71,20,2,26,157,24,8,0,7,0.16767,0.00372
20,586,128,2,49,535,35,364,87,27,2,35,171,41,8,0,14,0.17833,0.00341
21,628,163,2,63,563,45,374,109,33,2,47,189,54,12,0,16,0.18767,0.00318
22,685,207,2,82,601,52,391,136,38,2,62,210,71,14,0,20,0.20033,0.00292
23,745,240,2,105,638,57,416,159,39,2,76,222,81,18,0,29,0.21267,0.00268
24,816,271,3,136,677,64,421,179,41,3,104,256,92,23,0,32,0.22567,0.00368
25,880,310,5,180,695,69,417,198,46,4,133,278,112,23,1,47,0.23167,0.00568
26,952,354,5,237,710,75,419,223,46,4,167,291,131,29,1,70,0.23667,0.00525
27,1018,396,6,300,712,71,410,248,42,4,206,302,148,29,2,94,0.23733,0.00589
28,1087,432,6,361,720,70,396,269,39,4,242,324,163,31,2,119,0.24,0.00552
29,1162,470,6,421,735,72,394,287,40,4,284,341,183,32,2,137,0.245,0.00516
30,1224,512,7,496,721,67,381,308,37,4,326,340,204,30,3,170,0.24033,0.00572
31,1301,554,7,563,731,74,382,335,38,4,365,349,219,36,3,198,0.24367,0.00538
32,1365,599,8,615,742,79,379,357,39,5,400,363,242,40,3,215,0.24733,0.00586
33,1431,636,9,675,747,85,383,377,44,6,428,364,259,41,3,247,0.249,0.00629
34,1493,667,9,745,739,84,372,397,44,6,472,367,270,40,3,273,0.24633,0.00603
35,1536,716,9,810,717,84,354,425,44,6,508,363,291,40,3,302,0.239,0.00586
36,1594,768,10,881,703,83,347,453,46,6,546,356,315,37,4,335,0.23433,0.00627
37,1643,804,10,946,687,77,333,471,45,6,579,354,333,32,4,367,0.229,0.00609
38,1694,834,11,1010,673,79,330,487,45,6,610,343,347,34,5,400,0.22433,0.00649
39,1750,884,14,1087,649,71,317,514,40,8,650,332,370,31,6,437,0.21633,0.008
40,1791,917,14,1149,628,72,306,533,35,8,681,322,384,37,6,468,0.20933,0.00782
41,1828,950,14,1220,594,66,290,546,33,8,709,304,404,33,6,511,0.198,0.00766
42,1873,975,14,1286,573,63,279,560,29,8,741,294,415,34,6,545,0.191,0.00747
43,1903,1008,14,1345,544,55,266,569,27,8,766,278,439,28,6,579,0.18133,0.00736
44,1940,1027,14,1404,522,52,244,583,25,8,800,278,444,27,6,604,0.174,0.00722
45,1978,1053,15,1454,509,49,246,594,24,9,818,263,459,25,6,636,0.16967,0.00758
46,2003,1079,15,1523,465,49,226,610,24,9,859,239,469,25,6,664,0.155,0.00749
47,2026,1108,15,1583,428,45,209,623,21,9,888,219,485,24,6,695,0.14267,0.0074
48,2097,1135,15,1625,457,45,222,637,22,9,906,235,498,23,6,719,0.15233,0.00715
49,2164,1155,15,1666,483,41,231,648,22,9,931,252,507,19,6,735,0.161,0.00693
50,2222,1176,15,1721,486,39,220,658,18,9,962,266,518,21,6,759,0.162,0.00675
51,2282,1209,15,1758,509,39,240,674,20,9,976,269,535,19,6,782,0.16967,0.00657
52,2332,1244,16,1801,515,38,237,693,20,9,997,278,551,18,7,804,0.17167,0.00686
53,2392,1281,19,1843,530,43,250,710,21,10,1017,280,571,22,9,826,0.17667,0.00794
54,2435,1307,20,1880,535,50,253,721,25,11,1034,282,586,25,9,846,0.17833,0.00821
55,2480,1341,21,1917,542,53,265,738,33,12,1044,277,603,20,9,873,0.18067,0.00847
56,2526,1368,22,1961,543,55,261,754,34,12,1069,282,614,21,10,892,0.181,0.00871
57,2574,1406,22,1995,557,62,261,777,35,12,1086,296,629,27,10,909,0.18567,0.00855
58,2616,1436,22,2045,549,61,254,790,33,12,1110,295,646,28,10,935,0.183,0.00841
59,2651,1464,23,2080,548,59,254,803,30,13,1127,294,661,29,10,953,0.18267,0.00868
60,2680,1489,24,2132,524,63,244,813,33,13,1156,280,676,30,11,976,0.17467,0.00896
61,2711,1522,24,2192,495,62,236,827,34,13,1183,259,695,28,11,1009,0.165,0.00885
62,2740,1539,24,2238,478,62,228,838,32,13,1209,250,701,30,11,1029,0.15933,0.00876
63,2764,1567,24,2302,438,66,209,854,28,13,1241,229,713,38,11,1061,0.146,0.00868
64,2785,1592,26,2352,407,62,198,856,25,13,1268,209,736,37,13,1084,0.13567,0.00934
65,2795,1621,26,2397,372,63,186,870,26,13,1287,186,751,37,13,1110,0.124,0.0093
66,2805,1643,28,2440,337,57,165,880,20,15,1313,172,763,37,13,1127,0.11233,0.00998
67,2817,1661,28,2481,308,58,151,892,21,15,1333,157,769,37,13,1148,0.10267,0.00994
68,2827,1673,29,2534,264,47,137,899,18,15,1355,127,774,29,14,1179,0.088,0.01026
69,2837,1690,29,2576,232,44,120,910,20,15,1379,112,780,24,14,1197,0.07733,0.01022
70,2841,1699,30,2606,205,38,108,916,18,15,1390,97,783,20,15,1216,0.06833,0.01056
71,2846,1708,30,2637,179,39,94,920,18,15,1408,85,788,21,15,1229,0.05967,0.01054
72,2850,1717,30,2663,157,31,86,928,16,15,1420,71,789,15,15,1243,0.05233,0.01053
73,2853,1721,33,2693,127,26,68,930,13,15,1442,59,791,13,18,1251,0.04233,0.01157
74,2857,1727,34,2708,115,20,62,933,11,15,1450,53,794,9,19,1258,0.03833,0.0119
75,2862,1730,35,2726,101,16,54,935,8,15,1460,47,795,8,20,1266,0.03367,0.01223
76,2864,1734,36,2740,88,11,49,936,8,15,1466,39,798,3,21,1274,0.02933,0.01257
77,2865,1741,36,2755,74,12,47,938,9,15,1471,27,803,3,21,1284,0.02467,0.01257
78,2868,1747,37,2769,62,10,39,943,7,16,1481,23,804,3,21,1288,0.02067,0.0129
79,2869,1748,38,2782,49,8,32,943,6,17,1488,17,805,2,21,1294,0.01633,0.01325
80,2869,1750,38,2790,41,8,25,944,5,17,1495,16,806,3,21,1295,0.01367,0.01325
81,2869,1752,38,2799,32,6,20,945,3,17,1500,12,807,3,21,1299,0.01067,0.01325
82,2870,1754,39,2803,28,5,18,945,2,18,1502,10,809,3,21,1301,0.00933,0.01359
83,2873,1755,39,2807,27,5,18,946,3,18,1504,9,809,2,21,1303,0.009,0.01357
84,2873,1757,39,2809,25,5,17,948,3,18,1504,8,809,2,21,1305,0.00833,0.01357
85,2873,1759,39,2812,22,4,15,950,2,18,1506,7,809,2,21,1306,0.00733,0.01357
86,2873,1761,39,2816,18,3,12,952,1,18,1509,6,809,2,21,1307,0.006,0.01357
87,2873,1762,39,2821,13,2,8,952,0,18,1513,5,810,2,21,1308,0.00433,0.01357
88,2873,1762,39,2823,11,1,6,952,0,18,1514,5,810,1,21,1309,0.00367,0.01357
89,2874,1762,39,2824,11,0,6,952,0,18,1514,5,810,0,21,1310,0.00367,0.01357
90,2874,1764,39,2825,10,0,6,953,0,18,1514,4,811,0,21,1311,0.00333,0.01357
91,2874,1764,39,2826,9,0,5,953,0,18,1515,4,811,0,21,1311,0.003,0.01357
92,2874,1764,39,2828,7,0,4,953,0,18,1516,3,811,0,21,1312,0.00233,0.01357
93,2874,1764,39,2831,4,0,2,953,0,18,1517,2,811,0,21,1314,0.00133,0.01357
94,2874,1764,39,2832,3,0,1,953,0,18,1518,2,811,0,21,1314,0.001,0.01357
95,2874,1765,39,2832,3,0,0,953,0,18,1518,3,812,0,21,1314,0.001,0.01357
96,2874,1765,39,2832,3,0,0,953,0,18,1518,3,812,0,21,1314,0.001,0.01357
97,2874,1765,39,2833,2,0,0,953,0,18,1519,2,812,0,21,1314,0.00067,0.01357
98,2874,1765,39,2833,2,0,0,953,0,18,1519,2,812,0,21,1314,0.00067,0.01357
99,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
100,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
101,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
102,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
103,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
104,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
105,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
106,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
107,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
108,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
109,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
110,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
111,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
112,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
113,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
114,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
115,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
116,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
117,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
118,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
119,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
120,2874,1765,39,2834,1,0,0,953,0,18,1519,1,812,0,21,1315,0.00033,0.01357
